x,delta_x,f(x)
0.15,2.100042000841018e-05,0.9559974818331
0.1500210004200084,2.100042000841018e-05,0.9559854352565895
0.1500420008400168,2.100042000841018e-05,0.9559733871454742
0.1500630012600252,2.100042000841018e-05,0.9559613374998158
0.1500840016800336,2.100042000841018e-05,0.9559492863196761
0.150105002100042,2.100042000841018e-05,0.9559372336051172
0.1501260025200504,2.100042000841018e-05,0.9559251793562006
0.15014700294005878,2.100042000841018e-05,0.9559131235729885
0.1501680033600672,2.100042000841018e-05,0.9559010662555425
0.1501890037800756,2.100042000841018e-05,0.9558890074039248
0.15021000420008399,2.100042000841018e-05,0.955876947018197
0.1502310046200924,2.100042000841018e-05,0.9558648850984213
0.1502520050401008,2.100042000841018e-05,0.9558528216446593
0.1502730054601092,2.100042000841018e-05,0.9558407566569732
0.1502940058801176,2.100042000841018e-05,0.9558286901354248
0.150315006300126,2.100042000841018e-05,0.955816622080076
0.1503360067201344,2.100042000841018e-05,0.9558045524909888
0.1503570071401428,2.100042000841018e-05,0.9557924813682253
0.1503780075601512,2.100042000841018e-05,0.9557804087118471
0.1503990079801596,2.100042000841018e-05,0.9557683345219163
0.150420008400168,2.100042000841018e-05,0.9557562587984951
0.1504410088201764,2.100042000841018e-05,0.9557441815416453
0.1504620092401848,2.100042000841018e-05,0.9557321027514288
0.1504830096601932,2.100042000841018e-05,0.9557200224279079
0.1505040100802016,2.100042000841018e-05,0.9557079405711442
0.15052501050021,2.100042000841018e-05,0.9556958571812
0.1505460109202184,2.100042000841018e-05,0.9556837722581372
0.1505670113402268,2.100042000841018e-05,0.9556716858020178
0.1505880117602352,2.100042000841018e-05,0.9556595978129039
0.1506090121802436,2.100042000841018e-05,0.9556475082908575
0.150630012600252,2.100042000841018e-05,0.9556354172359407
0.1506510130202604,2.100042000841018e-05,0.9556233246482155
0.1506720134402688,2.100042000841018e-05,0.955611230527744
0.1506930138602772,2.100042000841018e-05,0.9555991348745883
0.1507140142802856,2.100042000841018e-05,0.9555870376888103
0.150735014700294,2.100042000841018e-05,0.9555749389704722
0.1507560151203024,2.100042000841018e-05,0.9555628387196361
0.1507770155403108,2.100042000841018e-05,0.9555507369363642
0.1507980159603192,2.100042000841018e-05,0.9555386336207183
0.1508190163803276,2.100042000841018e-05,0.9555265287727609
0.150840016800336,2.100042000841018e-05,0.9555144223925538
0.1508610172203444,2.100042000841018e-05,0.9555023144801592
0.1508820176403528,2.100042000841018e-05,0.9554902050356394
0.1509030180603612,2.100042000841018e-05,0.9554780940590564
0.1509240184803696,2.100042000841018e-05,0.9554659815504722
0.150945018900378,2.100042000841018e-05,0.9554538675099493
0.1509660193203864,2.100042000841018e-05,0.9554417519375497
0.1509870197403948,2.100042000841018e-05,0.9554296348333354
0.1510080201604032,2.100042000841018e-05,0.9554175161973689
0.1510290205804116,2.100042000841018e-05,0.9554053960297121
0.15105002100042,2.100042000841018e-05,0.9553932743304273
0.15107102142042841,2.100042000841018e-05,0.9553811510995768
0.1510920218404368,2.100042000841018e-05,0.9553690263372228
0.1511130222604452,2.100042000841018e-05,0.9553569000434272
0.15113402268045362,2.100042000841018e-05,0.9553447722182525
0.151155023100462,2.100042000841018e-05,0.955332642861761
0.1511760235204704,2.100042000841018e-05,0.9553205119740148
0.1511970239404788,2.100042000841018e-05,0.9553083795550761
0.1512180243604872,2.100042000841018e-05,0.9552962456050073
0.1512390247804956,2.100042000841018e-05,0.9552841101238704
0.151260025200504,2.100042000841018e-05,0.955271973111728
0.1512810256205124,2.100042000841018e-05,0.955259834568642
0.15130202604052082,2.100042000841018e-05,0.9552476944946751
0.1513230264605292,2.100042000841018e-05,0.9552355528898893
0.1513440268805376,2.100042000841018e-05,0.9552234097543469
0.15136502730054602,2.100042000841018e-05,0.9552112650881103
0.1513860277205544,2.100042000841018e-05,0.9551991188912418
0.1514070281405628,2.100042000841018e-05,0.9551869711638037
0.1514280285605712,2.100042000841018e-05,0.9551748219058583
0.1514490289805796,2.100042000841018e-05,0.9551626711174679
0.151470029400588,2.100042000841018e-05,0.955150518798695
0.1514910298205964,2.100042000841018e-05,0.9551383649496018
0.1515120302406048,2.100042000841018e-05,0.9551262095702506
0.15153303066061322,2.100042000841018e-05,0.9551140526607039
0.1515540310806216,2.100042000841018e-05,0.955101894221024
0.15157503150063,2.100042000841018e-05,0.9550897342512733
0.15159603192063842,2.100042000841018e-05,0.9550775727515142
0.1516170323406468,2.100042000841018e-05,0.955065409721809
0.1516380327606552,2.100042000841018e-05,0.9550532451622201
0.1516590331806636,2.100042000841018e-05,0.9550410790728101
0.151680033600672,2.100042000841018e-05,0.9550289114536412
0.15170103402068041,2.100042000841018e-05,0.9550167423047758
0.1517220344406888,2.100042000841018e-05,0.9550045716262766
0.1517430348606972,2.100042000841018e-05,0.9549923994182057
0.15176403528070562,2.100042000841018e-05,0.9549802256806258
0.151785035700714,2.100042000841018e-05,0.9549680504135991
0.1518060361207224,2.100042000841018e-05,0.9549558736171883
0.15182703654073082,2.100042000841018e-05,0.9549436952914557
0.1518480369607392,2.100042000841018e-05,0.9549315154364638
0.1518690373807476,2.100042000841018e-05,0.9549193340522751
0.15189003780075602,2.100042000841018e-05,0.9549071511389522
0.1519110382207644,2.100042000841018e-05,0.9548949666965574
0.15193203864077282,2.100042000841018e-05,0.9548827807251533
0.1519530390607812,2.100042000841018e-05,0.9548705932248024
0.1519740394807896,2.100042000841018e-05,0.9548584041955671
0.15199503990079802,2.100042000841018e-05,0.9548462136375101
0.1520160403208064,2.100042000841018e-05,0.9548340215506937
0.1520370407408148,2.100042000841018e-05,0.9548218279351808
0.15205804116082322,2.100042000841018e-05,0.9548096327910335
0.1520790415808316,2.100042000841018e-05,0.9547974361183147
0.15210004200084,2.100042000841018e-05,0.9547852379170868
0.15212104242084842,2.100042000841018e-05,0.9547730381874124
0.1521420428408568,2.100042000841018e-05,0.9547608369293541
0.15216304326086522,2.100042000841018e-05,0.9547486341429744
0.1521840436808736,2.100042000841018e-05,0.9547364298283358
0.152205044100882,2.100042000841018e-05,0.9547242239855013
0.15222604452089042,2.100042000841018e-05,0.954712016614533
0.1522470449408988,2.100042000841018e-05,0.9546998077154938
0.1522680453609072,2.100042000841018e-05,0.9546875972884462
0.15228904578091562,2.100042000841018e-05,0.954675385333453
0.152310046200924,2.100042000841018e-05,0.9546631718505766
0.15233104662093241,2.100042000841018e-05,0.9546509568398798
0.15235204704094082,2.100042000841018e-05,0.954638740301425
0.1523730474609492,2.100042000841018e-05,0.9546265222352753
0.15239404788095762,2.100042000841018e-05,0.9546143026414929
0.15241504830096603,2.100042000841018e-05,0.9546020815201408
0.1524360487209744,2.100042000841018e-05,0.9545898588712814
0.15245704914098282,2.100042000841018e-05,0.9545776346949776
0.1524780495609912,2.100042000841018e-05,0.9545654089912919
0.1524990499809996,2.100042000841018e-05,0.9545531817602873
0.15252005040100802,2.100042000841018e-05,0.9545409530020261
0.1525410508210164,2.100042000841018e-05,0.9545287227165713
0.15256205124102482,2.100042000841018e-05,0.9545164909039855
0.15258305166103323,2.100042000841018e-05,0.9545042575643315
0.1526040520810416,2.100042000841018e-05,0.954492022697672
0.15262505250105002,2.100042000841018e-05,0.9544797863040696
0.15264605292105843,2.100042000841018e-05,0.9544675483835873
0.1526670533410668,2.100042000841018e-05,0.9544553089362877
0.15268805376107522,2.100042000841018e-05,0.9544430679622335
0.1527090541810836,2.100042000841018e-05,0.9544308254614876
0.152730054601092,2.100042000841018e-05,0.9544185814341128
0.15275105502110042,2.100042000841018e-05,0.9544063358801718
0.1527720554411088,2.100042000841018e-05,0.9543940887997273
0.15279305586111722,2.100042000841018e-05,0.9543818401928423
0.15281405628112563,2.100042000841018e-05,0.9543695900595794
0.152835056701134,2.100042000841018e-05,0.9543573384000017
